customer_id,segment,favorite_category,favorite_product,recommended_product,recommended_category,recommendation_basis,recommendation_reason,cross_sell_product_from_rule,cross_sell_category_from_rule,cross_sell_reason,associated_category_options,nudge_type,action_recommendation,priority_score,message_template
41,Big Spenders,Minuman,Teh Kotak,Kuku Bima Ginseng,Minuman,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Minuman) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Minyak Goreng Bimoli 1L,Makanan,Berdasarkan asosiasi produk dari Teh Kotak,Makanan,Premium bundle,"Tawarkan bundle bernilai lebih tinggi, diskon nominal, atau benefit membership.",269,Customer 41: tawarkan Kuku Bima Ginseng (Minuman) dengan pendekatan Premium bundle. Alasan: Produk dipilih dari kategori favorit pelanggan (Minuman) agar rekomendasi tetap relevan dengan minat utama pelanggan.
42,Big Spenders,Minuman,Teh Kotak,Kuku Bima Ginseng,Minuman,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Minuman) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Minyak Goreng Bimoli 1L,Makanan,Berdasarkan asosiasi produk dari Teh Kotak,Makanan,Premium bundle,"Tawarkan bundle bernilai lebih tinggi, diskon nominal, atau benefit membership.",269,Customer 42: tawarkan Kuku Bima Ginseng (Minuman) dengan pendekatan Premium bundle. Alasan: Produk dipilih dari kategori favorit pelanggan (Minuman) agar rekomendasi tetap relevan dengan minat utama pelanggan.
94,Potential Loyalist,Bayi,Minyak Telon Cap Lang,Susu Dancow 1+ 400g,Bayi,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Bayi) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Pembalut Kotex,Perawatan Tubuh,Berdasarkan asosiasi produk dari Minyak Telon Cap Lang,"Perawatan Tubuh, Rokok",Cross-sell kategori,Dorong pembelian kategori pelengkap berdasarkan pola basket pelanggan sejenis.,269,Customer 94: tawarkan Susu Dancow 1+ 400g (Bayi) dengan pendekatan Cross-sell kategori. Alasan: Produk dipilih dari kategori favorit pelanggan (Bayi) agar rekomendasi tetap relevan dengan minat utama pelanggan.
43,Big Spenders,Minuman,Air Zamzam 250ml,Kuku Bima Ginseng,Minuman,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Minuman) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Bedak Tabur Wardah,Perawatan Tubuh,Berdasarkan asosiasi produk dari Air Zamzam 250ml,Makanan,Premium bundle,"Tawarkan bundle bernilai lebih tinggi, diskon nominal, atau benefit membership.",259,Customer 43: tawarkan Kuku Bima Ginseng (Minuman) dengan pendekatan Premium bundle. Alasan: Produk dipilih dari kategori favorit pelanggan (Minuman) agar rekomendasi tetap relevan dengan minat utama pelanggan.
46,Big Spenders,Perawatan Tubuh,Sabun Cussons Baby,Sabun Giv,Perawatan Tubuh,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Perawatan Tubuh) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Aqua Botol 600ml,Minuman,Berdasarkan asosiasi produk dari Sabun Cussons Baby,Bayi,Premium bundle,"Tawarkan bundle bernilai lebih tinggi, diskon nominal, atau benefit membership.",259,Customer 46: tawarkan Sabun Giv (Perawatan Tubuh) dengan pendekatan Premium bundle. Alasan: Produk dipilih dari kategori favorit pelanggan (Perawatan Tubuh) agar rekomendasi tetap relevan dengan minat utama pelanggan.
49,Big Spenders,Perawatan Tubuh,Micellar Water Somethinc,Sabun Giv,Perawatan Tubuh,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Perawatan Tubuh) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Tisu Bayi Mitu,Bayi,Berdasarkan asosiasi produk dari Micellar Water Somethinc,Bayi,Premium bundle,"Tawarkan bundle bernilai lebih tinggi, diskon nominal, atau benefit membership.",259,Customer 49: tawarkan Sabun Giv (Perawatan Tubuh) dengan pendekatan Premium bundle. Alasan: Produk dipilih dari kategori favorit pelanggan (Perawatan Tubuh) agar rekomendasi tetap relevan dengan minat utama pelanggan.
54,Big Spenders,Bayi,Krim Bayi Cussons,Susu SGM 1+ 400g,Bayi,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Bayi) agar rekomendasi tetap relevan dengan minat utama pelanggan.,LA Light,Rokok,Berdasarkan asosiasi produk dari Krim Bayi Cussons,"Perawatan Tubuh, Rokok",Premium bundle,"Tawarkan bundle bernilai lebih tinggi, diskon nominal, atau benefit membership.",259,Customer 54: tawarkan Susu SGM 1+ 400g (Bayi) dengan pendekatan Premium bundle. Alasan: Produk dipilih dari kategori favorit pelanggan (Bayi) agar rekomendasi tetap relevan dengan minat utama pelanggan.
57,Big Spenders,Rokok,Gudang Garam Filter,LA Light,Rokok,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Rokok) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Pulpen Pilot,Alat Tulis,Berdasarkan asosiasi produk dari Gudang Garam Filter,"Bayi, Alat Tulis",Premium bundle,"Tawarkan bundle bernilai lebih tinggi, diskon nominal, atau benefit membership.",259,Customer 57: tawarkan LA Light (Rokok) dengan pendekatan Premium bundle. Alasan: Produk dipilih dari kategori favorit pelanggan (Rokok) agar rekomendasi tetap relevan dengan minat utama pelanggan.
58,Big Spenders,Rokok,A Mild White,LA Light,Rokok,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Rokok) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Kertas HVS 1 rim,Alat Tulis,Berdasarkan asosiasi produk dari A Mild White,"Bayi, Alat Tulis",Premium bundle,"Tawarkan bundle bernilai lebih tinggi, diskon nominal, atau benefit membership.",259,Customer 58: tawarkan LA Light (Rokok) dengan pendekatan Premium bundle. Alasan: Produk dipilih dari kategori favorit pelanggan (Rokok) agar rekomendasi tetap relevan dengan minat utama pelanggan.
62,Big Spenders,Minuman,Bear Brand,Kuku Bima Ginseng,Minuman,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Minuman) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Bumbu Racik Soto,Makanan,Berdasarkan asosiasi produk dari Bear Brand,Makanan,Premium bundle,"Tawarkan bundle bernilai lebih tinggi, diskon nominal, atau benefit membership.",259,Customer 62: tawarkan Kuku Bima Ginseng (Minuman) dengan pendekatan Premium bundle. Alasan: Produk dipilih dari kategori favorit pelanggan (Minuman) agar rekomendasi tetap relevan dengan minat utama pelanggan.
63,Big Spenders,Alat Tulis,Kertas HVS 1 rim,Pulpen Pilot,Alat Tulis,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Alat Tulis) agar rekomendasi tetap relevan dengan minat utama pelanggan.,A Mild White,Rokok,Berdasarkan asosiasi produk dari Kertas HVS 1 rim,"Makanan, Rokok",Premium bundle,"Tawarkan bundle bernilai lebih tinggi, diskon nominal, atau benefit membership.",259,Customer 63: tawarkan Pulpen Pilot (Alat Tulis) dengan pendekatan Premium bundle. Alasan: Produk dipilih dari kategori favorit pelanggan (Alat Tulis) agar rekomendasi tetap relevan dengan minat utama pelanggan.
67,Loyal Customers,Minuman,Bear Brand,Sari Lemon,Minuman,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Minuman) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Sticky Notes 3M,Alat Tulis,Berdasarkan asosiasi produk dari Bear Brand,Makanan,Reward pembelian ulang,"Tawarkan poin loyalitas, rekomendasi repeat order, dan bundling kategori favorit.",254,Customer 67: tawarkan Sari Lemon (Minuman) dengan pendekatan Reward pembelian ulang. Alasan: Produk dipilih dari kategori favorit pelanggan (Minuman) agar rekomendasi tetap relevan dengan minat utama pelanggan.
68,Loyal Customers,Minuman,Susu Ultra Murni,Sari Lemon,Minuman,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Minuman) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Djarum Super,Rokok,Berdasarkan asosiasi produk dari Susu Ultra Murni,Makanan,Reward pembelian ulang,"Tawarkan poin loyalitas, rekomendasi repeat order, dan bundling kategori favorit.",254,Customer 68: tawarkan Sari Lemon (Minuman) dengan pendekatan Reward pembelian ulang. Alasan: Produk dipilih dari kategori favorit pelanggan (Minuman) agar rekomendasi tetap relevan dengan minat utama pelanggan.
23,Big Spenders,Bayi,Susu SGM 1+ 400g,Krim Bayi Cussons,Bayi,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Bayi) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Sampoerna Hijau,Rokok,Berdasarkan asosiasi produk dari Susu SGM 1+ 400g,"Perawatan Tubuh, Rokok",Premium bundle,"Tawarkan bundle bernilai lebih tinggi, diskon nominal, atau benefit membership.",244,Customer 23: tawarkan Krim Bayi Cussons (Bayi) dengan pendekatan Premium bundle. Alasan: Produk dipilih dari kategori favorit pelanggan (Bayi) agar rekomendasi tetap relevan dengan minat utama pelanggan.
37,Big Spenders,Perawatan Tubuh,Sabun Giv,Sabun Cussons Baby,Perawatan Tubuh,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Perawatan Tubuh) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Susu SGM 1+ 400g,Bayi,Berdasarkan asosiasi kategori dari Perawatan Tubuh ke Bayi,Bayi,Premium bundle,"Tawarkan bundle bernilai lebih tinggi, diskon nominal, atau benefit membership.",244,Customer 37: tawarkan Sabun Cussons Baby (Perawatan Tubuh) dengan pendekatan Premium bundle. Alasan: Produk dipilih dari kategori favorit pelanggan (Perawatan Tubuh) agar rekomendasi tetap relevan dengan minat utama pelanggan.
38,Big Spenders,Makanan,Bumbu Racik Rendang,Beras Rojolele 5kg,Makanan,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Lipstik Wardah,Perawatan Tubuh,Berdasarkan asosiasi produk dari Sabun Lifebuoy,"Alat Tulis, Minuman",Premium bundle,"Tawarkan bundle bernilai lebih tinggi, diskon nominal, atau benefit membership.",244,Customer 38: tawarkan Beras Rojolele 5kg (Makanan) dengan pendekatan Premium bundle. Alasan: Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.
72,Potential Loyalist,Bayi,Bubur Bayi Cerelac,Susu Dancow 1+ 400g,Bayi,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Bayi) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Pocari Sweat,Minuman,Berdasarkan asosiasi produk dari Bubur Bayi Cerelac,"Perawatan Tubuh, Rokok",Cross-sell kategori,Dorong pembelian kategori pelengkap berdasarkan pola basket pelanggan sejenis.,244,Customer 72: tawarkan Susu Dancow 1+ 400g (Bayi) dengan pendekatan Cross-sell kategori. Alasan: Produk dipilih dari kategori favorit pelanggan (Bayi) agar rekomendasi tetap relevan dengan minat utama pelanggan.
79,Potential Loyalist,Perawatan Tubuh,Sheet Mask Emina,Bedak Tabur Wardah,Perawatan Tubuh,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Perawatan Tubuh) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Sprite 240ml,Minuman,Berdasarkan asosiasi produk dari Sheet Mask Emina,Bayi,Cross-sell kategori,Dorong pembelian kategori pelengkap berdasarkan pola basket pelanggan sejenis.,244,Customer 79: tawarkan Bedak Tabur Wardah (Perawatan Tubuh) dengan pendekatan Cross-sell kategori. Alasan: Produk dipilih dari kategori favorit pelanggan (Perawatan Tubuh) agar rekomendasi tetap relevan dengan minat utama pelanggan.
86,Potential Loyalist,Alat Tulis,Penggaris 30cm,Map Plastik Kiky,Alat Tulis,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Alat Tulis) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Surya Pro Mild,Rokok,Berdasarkan asosiasi produk dari Penggaris 30cm,"Makanan, Rokok",Cross-sell kategori,Dorong pembelian kategori pelengkap berdasarkan pola basket pelanggan sejenis.,244,Customer 86: tawarkan Map Plastik Kiky (Alat Tulis) dengan pendekatan Cross-sell kategori. Alasan: Produk dipilih dari kategori favorit pelanggan (Alat Tulis) agar rekomendasi tetap relevan dengan minat utama pelanggan.
91,Potential Loyalist,Minuman,Nescafe Classic,Yakult,Minuman,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Minuman) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Pasta Gigi Pepsodent,Perawatan Tubuh,Berdasarkan asosiasi produk dari Nescafe Classic,Makanan,Cross-sell kategori,Dorong pembelian kategori pelengkap berdasarkan pola basket pelanggan sejenis.,244,Customer 91: tawarkan Yakult (Minuman) dengan pendekatan Cross-sell kategori. Alasan: Produk dipilih dari kategori favorit pelanggan (Minuman) agar rekomendasi tetap relevan dengan minat utama pelanggan.
48,Potential Loyalist,Perawatan Tubuh,Bedak Tabur Wardah,Sheet Mask Emina,Perawatan Tubuh,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Perawatan Tubuh) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Air Zamzam 250ml,Minuman,Berdasarkan asosiasi produk dari Bedak Tabur Wardah,Bayi,Cross-sell kategori,Dorong pembelian kategori pelengkap berdasarkan pola basket pelanggan sejenis.,229,Customer 48: tawarkan Sheet Mask Emina (Perawatan Tubuh) dengan pendekatan Cross-sell kategori. Alasan: Produk dipilih dari kategori favorit pelanggan (Perawatan Tubuh) agar rekomendasi tetap relevan dengan minat utama pelanggan.
51,Potential Loyalist,Bayi,Susu Dancow 1+ 400g,Bubur Bayi Cerelac,Bayi,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Bayi) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Pasta Gigi Pepsodent,Perawatan Tubuh,Berdasarkan asosiasi produk dari Susu Dancow 1+ 400g,"Perawatan Tubuh, Rokok",Cross-sell kategori,Dorong pembelian kategori pelengkap berdasarkan pola basket pelanggan sejenis.,229,Customer 51: tawarkan Bubur Bayi Cerelac (Bayi) dengan pendekatan Cross-sell kategori. Alasan: Produk dipilih dari kategori favorit pelanggan (Bayi) agar rekomendasi tetap relevan dengan minat utama pelanggan.
59,Potential Loyalist,Rokok,Starmild Blue,Sampoerna Kretek,Rokok,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Rokok) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Bubur Nestle,Bayi,Berdasarkan asosiasi produk dari Starmild Blue,"Bayi, Alat Tulis",Cross-sell kategori,Dorong pembelian kategori pelengkap berdasarkan pola basket pelanggan sejenis.,229,Customer 59: tawarkan Sampoerna Kretek (Rokok) dengan pendekatan Cross-sell kategori. Alasan: Produk dipilih dari kategori favorit pelanggan (Rokok) agar rekomendasi tetap relevan dengan minat utama pelanggan.
19,Big Spenders,Alat Tulis,Buku Gambar Karton,Pulpen Pilot,Alat Tulis,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Alat Tulis) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Beras Rojolele 5kg,Makanan,Berdasarkan asosiasi produk dari Buku Gambar Karton,"Makanan, Rokok",Premium bundle,"Tawarkan bundle bernilai lebih tinggi, diskon nominal, atau benefit membership.",214,Customer 19: tawarkan Pulpen Pilot (Alat Tulis) dengan pendekatan Premium bundle. Alasan: Produk dipilih dari kategori favorit pelanggan (Alat Tulis) agar rekomendasi tetap relevan dengan minat utama pelanggan.
28,Big Spenders,Rokok,LA Light,Gudang Garam Filter,Rokok,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Rokok) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Krim Bayi Cussons,Bayi,Berdasarkan asosiasi produk dari LA Light,"Bayi, Alat Tulis",Premium bundle,"Tawarkan bundle bernilai lebih tinggi, diskon nominal, atau benefit membership.",214,Customer 28: tawarkan Gudang Garam Filter (Rokok) dengan pendekatan Premium bundle. Alasan: Produk dipilih dari kategori favorit pelanggan (Rokok) agar rekomendasi tetap relevan dengan minat utama pelanggan.
31,Big Spenders,Makanan,Saus Tomat Del Monte,Bumbu Racik Rendang,Makanan,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Gudang Garam Filter,Rokok,Berdasarkan asosiasi produk dari Pulpen Pilot,"Alat Tulis, Minuman",Premium bundle,"Tawarkan bundle bernilai lebih tinggi, diskon nominal, atau benefit membership.",214,Customer 31: tawarkan Bumbu Racik Rendang (Makanan) dengan pendekatan Premium bundle. Alasan: Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.
22,Hibernating,Bayi,Susu SGM 1+ 400g,Susu Frisian Flag 123,Bayi,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Bayi) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Sampoerna Hijau,Rokok,Berdasarkan asosiasi produk dari Susu SGM 1+ 400g,"Perawatan Tubuh, Rokok",Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",184,Customer 22: tawarkan Susu Frisian Flag 123 (Bayi) dengan pendekatan Reaktivasi ringan. Alasan: Produk dipilih dari kategori favorit pelanggan (Bayi) agar rekomendasi tetap relevan dengan minat utama pelanggan.
26,Hibernating,Bayi,Bubur Bayi Cerelac,Susu SGM 1+ 400g,Bayi,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Bayi) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Sheet Mask Emina,Perawatan Tubuh,Berdasarkan asosiasi produk dari Bubur Bayi Cerelac,"Perawatan Tubuh, Rokok",Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",184,Customer 26: tawarkan Susu SGM 1+ 400g (Bayi) dengan pendekatan Reaktivasi ringan. Alasan: Produk dipilih dari kategori favorit pelanggan (Bayi) agar rekomendasi tetap relevan dengan minat utama pelanggan.
29,Hibernating,Rokok,LA Light,Sampoerna Mild,Rokok,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Rokok) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Krim Bayi Cussons,Bayi,Berdasarkan asosiasi produk dari LA Light,"Bayi, Alat Tulis",Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",184,Customer 29: tawarkan Sampoerna Mild (Rokok) dengan pendekatan Reaktivasi ringan. Alasan: Produk dipilih dari kategori favorit pelanggan (Rokok) agar rekomendasi tetap relevan dengan minat utama pelanggan.
32,Hibernating,Makanan,Saus Tomat Del Monte,Tempe 1 papan,Makanan,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.,A Mild White,Rokok,Berdasarkan asosiasi produk dari Penghapus Kenko,"Alat Tulis, Minuman",Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",184,Customer 32: tawarkan Tempe 1 papan (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.
36,Hibernating,Makanan,Tahu Putih/pcs,Tempe 1 papan,Makanan,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Susu Ultra Murni,Minuman,Berdasarkan asosiasi produk dari Tepung Terigu Segitiga,"Alat Tulis, Minuman",Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",184,Customer 36: tawarkan Tempe 1 papan (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.
39,Hibernating,Makanan,Bumbu Racik Rendang,Tempe 1 papan,Makanan,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Susu Dancow 1+ 400g,Bayi,Berdasarkan asosiasi produk dari Pasta Gigi Pepsodent,"Alat Tulis, Minuman",Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",184,Customer 39: tawarkan Tempe 1 papan (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.
6,New / Recent Customers,Alat Tulis,Penggaris 30cm,Map Plastik Kiky,Alat Tulis,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Alat Tulis) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Surya Pro Mild,Rokok,Berdasarkan asosiasi produk dari Penggaris 30cm,"Makanan, Rokok",Onboarding promo,"Kirim welcome voucher, rekomendasi produk populer, dan panduan belanja pertama/lanjutan.",181,Customer 6: tawarkan Map Plastik Kiky (Alat Tulis) dengan pendekatan Onboarding promo. Alasan: Produk dipilih dari kategori favorit pelanggan (Alat Tulis) agar rekomendasi tetap relevan dengan minat utama pelanggan.
14,New / Recent Customers,Bayi,Biskuit Bayi Milna,Susu SGM 1+ 400g,Bayi,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Bayi) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Masker Wardah,Perawatan Tubuh,Berdasarkan asosiasi produk dari Biskuit Bayi Milna,"Perawatan Tubuh, Rokok",Onboarding promo,"Kirim welcome voucher, rekomendasi produk populer, dan panduan belanja pertama/lanjutan.",181,Customer 14: tawarkan Susu SGM 1+ 400g (Bayi) dengan pendekatan Onboarding promo. Alasan: Produk dipilih dari kategori favorit pelanggan (Bayi) agar rekomendasi tetap relevan dengan minat utama pelanggan.
17,Hibernating,Makanan,Tempe 1 papan,Telur Ayam Biasa,Makanan,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Gunting Fiskars,Alat Tulis,Berdasarkan asosiasi produk dari Tempe 1 papan,"Alat Tulis, Minuman",Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",154,Customer 17: tawarkan Telur Ayam Biasa (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.
18,Hibernating,Makanan,Tempe 1 papan,Telur Ayam Biasa,Makanan,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Gunting Fiskars,Alat Tulis,Berdasarkan asosiasi produk dari Tempe 1 papan,"Alat Tulis, Minuman",Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",154,Customer 18: tawarkan Telur Ayam Biasa (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.
21,Hibernating,Makanan,Beras Pandan Wangi 5kg,Tempe 1 papan,Makanan,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Shampoo Clear,Perawatan Tubuh,Berdasarkan asosiasi produk dari Teh Botol Sosro,"Alat Tulis, Minuman",Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",154,Customer 21: tawarkan Tempe 1 papan (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.
24,Hibernating,Bayi,Spidol Snowman,Susu SGM 1+ 400g,Bayi,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Bayi) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Gudang Garam Filter,Rokok,Berdasarkan asosiasi produk dari Baby Oil Zwitsal,"Perawatan Tubuh, Rokok",Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",154,Customer 24: tawarkan Susu SGM 1+ 400g (Bayi) dengan pendekatan Reaktivasi ringan. Alasan: Produk dipilih dari kategori favorit pelanggan (Bayi) agar rekomendasi tetap relevan dengan minat utama pelanggan.
27,Hibernating,Rokok,Daging Sapi/kg,LA Light,Rokok,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Rokok) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Susu Ultra Murni,Minuman,Berdasarkan asosiasi produk dari Djarum Super,"Bayi, Alat Tulis",Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",154,Customer 27: tawarkan LA Light (Rokok) dengan pendekatan Reaktivasi ringan. Alasan: Produk dipilih dari kategori favorit pelanggan (Rokok) agar rekomendasi tetap relevan dengan minat utama pelanggan.
33,Hibernating,Makanan,Telur Ayam Biasa,Tempe 1 papan,Makanan,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Kertas HVS 1 rim,Alat Tulis,Berdasarkan asosiasi produk dari Ikan Lele/kg,"Alat Tulis, Minuman",Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",154,Customer 33: tawarkan Tempe 1 papan (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.
34,Hibernating,Makanan,Baby Diaper Huggies,Tempe 1 papan,Makanan,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Kertas HVS 1 rim,Alat Tulis,Berdasarkan asosiasi produk dari Ikan Lele/kg,"Alat Tulis, Minuman",Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",154,Customer 34: tawarkan Tempe 1 papan (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.
5,Hibernating,Makanan,Udang Windu/kg,Tempe 1 papan,Makanan,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Mentega Blue Band,Makanan,Berdasarkan asosiasi produk dari Udang Windu/kg,"Alat Tulis, Minuman",Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",101,Customer 5: tawarkan Tempe 1 papan (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.
15,Hibernating,Makanan,Beras Rojolele 5kg,Tempe 1 papan,Makanan,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Buku Gambar Karton,Alat Tulis,Berdasarkan asosiasi produk dari Beras Rojolele 5kg,"Alat Tulis, Minuman",Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",101,Customer 15: tawarkan Tempe 1 papan (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Produk dipilih dari kategori favorit pelanggan (Makanan) agar rekomendasi tetap relevan dengan minat utama pelanggan.
